1113,27 0067,MONTE MAR DRIVE UC,4,MRN,101,1.68,04-MRN-101-1.68-SAUS,37.8533,-122.4917,1954,12.2,U.S. HIGHWAY 101,MONTE MAR DRIVE,37.8,4,H 20,0,0,29.6,4.62,1,0,2,East,101,1,Concrete,1,Slab,2533,0,0,0,1,2,0,35,0,10900,8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6244,69,27 0067,121001010,4,41,70364,MONTE MAR DR,U.S. HIGHWAY 101,04-MRN-101-1.68-SAUS,9999,1680,1,10101,0,0,2,3,1,1,12,1954,802,110600,1997,4,378,0,35,1,111,5,N,0,0,A,11,101,0,1,0,296,107,122,6,3,296,375,9999,H0462,H012,15,7,7,7,N,N,1,999,1,671,7,2,4,5,N,7,381,122,403,24,N  N  N,0,549,55,824,1999,0,0,0,N,2,0,1,0,0,1,600,2,0,0,Y,N,184800,2015,0,NN          030719BA                 2 0751,1885,BC,0.55,1.15,10209,MIDWAY-SAN JOAQUIN/N*,MSJ(6.75),6.75,6182.4,N,41,0.9,1.1,1.6,0.905,0,0,0,0,0,0,1,0.71,0.87,1.26

331,37 0215,CYPRESS AVENUE POC,4,SCL,280,5.11,04-SCL-280-5.11-SJS,37.3161,-121.96,1989,301.5,CYPRESS AVENUE POC,INTERSTATE 280,0,7,Pedestrian,0.3,0.3,0,5.48,2,2,2,East,205,2,Concrete continuous,5,Box Beam or Girders - Multiple,4312,0,1983,0,1,0,0,0,0,2600,6.5,0,0,0.6,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27106,69,37 0215,211002800,0,85,68000,CYPRESS AVENUE POC,INTERSTATE 280,04-SCL-280-5.11-SJS,548,511,0,0,0,0,2,3,0,0,11,1989,10,181300,1997,0,0,0,0,0,0,0,0,0,0,0,31,205,0,0,0,254,1268,3011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,N,7857,CD,0.55,1.4,4092,CHINO*,CNO(6.50),6.5,8727.1,Y,19,0.88,1.22,1.45,1,0,1.33,0,0,0,0,1.33,0.84,1.16,1.38

332,37 0177,MATHILDA AVENUE OC,4,SCL,101,45.68,04-SCL-101-45.68-SUNV,37.3983,-122.0267,1961,73.8,MATHILDA AVENUE,U.S. HIGHWAY 101,0,5,HS 20,2.4,2.4,0,4.59,2,0,2,East,502,5,Prestressed concrete,2,Stringer/Multi-beam or Girder,4275,0,1983,0,0,2,0,3,0,5800,6.5,1,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9118,69,37 0177,1500C0060,4,85,77000,U.S. HIGHWAY 101,MATHILDA AVENUE,04-SCL-101-45.68-SUNV,9999,0,0,0,0,0,2,3,1,1,14,1961,710,8000,1998,5,238,2,3,0,1000,5,N,0,0,A,51,502,104,2,2,138,247,738,24,24,236,286,9999,H0459,H064,24,3,7,7,N,N,1,756,1,324,7,2,4,5,N,7,361,738,1101,24,N  N  N,0,1059,106,1589,1999,0,0,0,N,2,0,0,0,0,1,100,1,0,0,Y,N,20000,2013,0,NN          030719BA                 1 0709,7220,D,0.65,1.5,4057,NEWPORT-INGLEWOOD-ROSE CANYON/E,NIE(7.00),7,4286.7,Y,14,0.76,1.05,1.53,0.999,0,0,0,0,1.25,0,1.25,0.63,0.87,1.27

333,37 0124L,SANTA CRUZ AVE UC,4,SCL,17,6.16,04-SCL-017-6.16-LGTS,37.2183,-121.9883,1956,164.6,SANTA CRUZ AVE,SANTA CRUZ AV NB OFF-RMP,8.8,5,HS 20,0.6,0.6,8.2,4.45,4,0,1,North,205,2,Concrete continuous,5,Box Beam or Girders - Multiple,4228,0,0,1991,0,5,0,0,0,4700,8,0,0,0.6,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9072,69,37 0124L,131000170,4,85,44112,SANTA CRUZ AV NB OFF-RMP,SANTA CRUZ AVE,04-SCL-017-6.16-LGTS,9999,6160,1,1701,0,0,5,3,1,1,12,1956,201,32750,1997,5,88,0,0,0,0,5,N,0,0,A,11,205,201,4,10,82,335,1646,6,6,82,98,9999,H0419,H025,14,7,7,7,N,N,1,499,1,290,7,2,3,5,N,8,381,1646,702,24,N  N  N,0,2015,201,3022,1999,0,0,0,L,1,0,0,0,0,1,600,4,0,0,Y,N,53600,2010,0,NN          030719BA                 2 0611,7389,BC,0.65,1.15,10504,NEWPORT-INGLEWOOD-ROSE CANYON/E,NIE(7.00),7,4770.4,Y,19,0.88,1.22,1.45,1,0,1.11,0,0,0,0,1.11,0.85,1.18,1.4

327,37 0226G,EAST CONNECTOR OC,4,SCL,85,R18.43,04-SCL-085-R18.43-SUNV,37.3325,-122.0536,1971,90.8,N85-N280 CONNECTOR,INTERSTATE 280,13,5,HS 20,0,0,12.2,5.51,2,0,1,North,605,6,Prestressed concrete continuous,5,Box Beam or Girders - Multiple,4319,0,0,1991,1,0,0,31,0,1300,6.5,0,0,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9160,69,37 0226G,137000850,4,85,77000,STATE ROUTE 280,N85-N280 CONNECTOR,04-SCL-085-R18.43-SUNV,9999,18430,1,8501,0,0,0,3,1,1,14,1971,208,5100,1998,5,122,0,31,0,1111,5,N,0,0,A,11,605,0,2,0,122,466,908,0,0,122,128,9999,H0551,H027,44,7,8,7,N,N,1,999,1,326,7,9,3,5,N,8,0,0,702,24,N  N  N,0,0,0,0,0,0,0,0,N,1,0,0,0,0,1,100,2,0,0,Y,N,0,2015,0,NN1180112   030719BK* 118000C14912   2 0960,7930,CD,0.65,1.4,4094,RED HILL-ETIWANDA AVENUE*,RHE(7.00),7,4561.2,Y,21,0.88,1.22,1.45,0.926,0,0,0,0,0,1.33,1.33,0.77,1.07,1.28

